p,a00,a01,a02,a03,a10,a11,a12,a13,a20,a21,a22,a23,a30,a31,a32,a33,CM,q
1031,1/2,0,11/2,0,0,1/22,67/11,1/2,0,0,11,0,0,0,0,1,CM,
1031,1/2,0,1/2,10,0,1/22,5/11,203/22,0,0,1,9,0,0,0,11,CM,
1031,1/2,0,1/2,8,0,1/22,8/11,43/22,0,0,1,5,0,0,0,11,CM,
1031,1/2,0,1/2,0,0,1/22,0,13/22,0,0,1,0,0,0,0,11,CM,
1031,1/2,0,1/2,2,0,1/8,1/2,11/8,0,0,1,0,0,0,0,4,CM,
1031,1/2,0,1/2,0,0,1/8,0,3/8,0,0,1,0,0,0,0,4,CM,
1031,1/2,0,3/2,0,0,1/12,8/3,1/4,0,0,3,0,0,0,0,2,CM,
1031,1/2,0,1/2,0,0,1/12,0,67/12,0,0,1,0,0,0,0,6,CM,
1031,1/2,0,1/2,0,0,1/12,0,59/12,0,0,1,0,0,0,0,6,CM,
1031,1/2,0,5/2,0,0,1/20,13/5,7/4,0,0,5,0,0,0,0,2,CM,
1031,1/2,0,1/2,0,0,1/20,0,123/20,0,0,1,0,0,0,0,10,CM,
1031,1/2,0,1/2,0,0,1/20,0,27/20,0,0,1,0,0,0,0,10,CM,
1031,1/2,0,1/2,2,0,1/28,1/7,363/28,0,0,1,4,0,0,0,14,CM,
1031,1/2,0,1/2,6,0,1/28,5/7,339/28,0,0,1,12,0,0,0,14,CM,
1031,1/2,0,1/2,8,0,1/28,5/7,347/28,0,0,1,2,0,0,0,14,CM,
1031,1/2,0,1/2,2,0,1/28,6/7,43/28,0,0,1,4,0,0,0,14,CM,
1031,1/2,0,11/2,0,0,1/44,27/11,1/4,0,0,11,0,0,0,0,2,CM,
1031,1/2,0,1/2,14,0,1/44,7/11,307/44,0,0,1,6,0,0,0,22,CM,
1031,1/2,0,1/2,0,0,1/44,0,739/44,0,0,1,0,0,0,0,22,CM,
1031,1/2,0,1/2,12,0,1/44,3/11,731/44,0,0,1,2,0,0,0,22,CM,
1031,1/2,0,1/2,12,0,1/44,8/11,83/44,0,0,1,2,0,0,0,22,CM,
1031,1/2,0,1/2,8,0,1/44,7/11,419/44,0,0,1,16,0,0,0,22,CM,
1031,1/2,0,1/2,0,0,1/44,0,955/44,0,0,1,0,0,0,0,22,CM,
1031,1/2,0,9/2,0,0,1/18,56/9,1/2,0,0,9,0,0,0,0,1,CM,
1031,1/2,0,3/2,1,0,1/18,20/9,1/6,0,0,3,2,0,0,0,3,CM,
1031,1/2,0,3/2,0,0,1/30,4/3,41/10,0,0,3,0,0,0,0,5,CM,
1031,1/2,0,15/2,0,0,1/30,101/15,1/2,0,0,15,0,0,0,0,1,CM,
1031,1/2,0,3/2,3,0,1/42,38/21,55/14,0,0,3,6,0,0,0,7,CM,
1031,1/2,0,3/2,6,0,1/42,47/21,75/14,0,0,3,5,0,0,0,7,CM,
1031,1/2,0,3/2,9,0,1/66,74/33,169/22,0,0,3,7,0,0,0,11,CM,
1031,1/2,0,3/2,0,0,1/66,1/3,85/22,0,0,3,0,0,0,0,11,CM,
1031,1/2,0,3/2,2,0,1/66,47/33,169/22,0,0,3,4,0,0,0,11,CM,
1031,1/2,0,33/2,0,0,1/66,659/33,1/2,0,0,33,0,0,0,0,1,CM,
1031,1/2,0,1/2,6,0,1/18,2/3,149/18,0,0,1,3,0,0,0,9,CM,
1031,1/2,0,1/2,0,0,1/18,0,131/18,0,0,1,0,0,0,0,9,CM,
1031,1/2,0,1/2,0,0,1/30,0,77/30,0,0,1,0,0,0,0,15,CM,
1031,1/2,0,5/2,0,0,1/30,17/5,1/6,0,0,5,0,0,0,0,3,CM,
1031,1/2,0,1/2,12,0,1/42,4/7,545/42,0,0,1,3,0,0,0,21,CM,
1031,1/2,0,1/2,12,0,1/42,3/7,365/42,0,0,1,3,0,0,0,21,CM,
1031,1/2,0,1/2,15,0,1/42,6/7,59/42,0,0,1,9,0,0,0,21,CM,
1031,1/2,0,1/2,0,0,1/66,0,2165/66,0,0,1,0,0,0,0,33,CM,
1031,1/2,0,1/2,0,0,1/50,0,377/50,0,0,1,0,0,0,0,25,CM,
1031,1/2,0,1/2,10,0,1/50,1/5,977/50,0,0,1,20,0,0,0,25,CM,
1031,1/2,0,1/2,20,0,1/70,2/7,927/70,0,0,1,5,0,0,0,35,CM,
1031,1/2,0,1/2,30,0,1/110,5/11,5127/110,0,0,1,5,0,0,0,55,CM,
1031,1/2,0,25/2,0,0,1/50,124/25,1/2,0,0,25,0,0,0,0,1,CM,
1031,1/2,0,5/2,1,0,1/50,49/25,1/10,0,0,5,2,0,0,0,5,CM,
1031,1/2,0,5/2,3,0,1/70,149/35,53/14,0,0,5,6,0,0,0,7,CM,
1031,1/2,0,1/2,65,0,1/154,16/77,2337/154,0,0,1,53,0,0,0,77,CM,
1031,1/2,0,1/2,1,0,1/154,60/77,6793/154,0,0,1,2,0,0,0,77,CM,
1031,1/2,0,1/2,10,0,1/242,82/121,22159/242,0,0,1,20,0,0,0,121,CM,
1031,1/2,0,1/2,0,0,1/36,0,131/36,0,0,1,0,0,0,0,18,CM,
1031,1/2,0,1/2,30,0,1/84,5/7,2939/84,0,0,1,18,0,0,0,42,CM,
1033,1,0,0,0,1/2,1/2,0,0,0,1/11,0,1/11,1/2,-1/22,1/2,-1/22,CM,11
1033,1/2,0,1/4,7/4,0,1/2,1/4,57/44,0,0,1/2,3/2,0,0,0,2,CM,11
1033,1/2,0,0,1/2,0,1/22,1/2,6/11,0,0,1,0,0,0,0,1,CM,11
1033,1/2,1/66,2/3,2/11,0,1/33,4/3,4/11,0,0,3/2,1/2,0,0,0,1,CM,11
1033,1/2,1/110,1/5,61/55,0,1/55,2/5,122/55,0,0,1/2,9/2,0,0,0,5,CM,11
1033,1/2,1/110,3/10,23/110,0,1/55,1/10,101/110,0,0,1/2,9/2,0,0,0,5,CM,11
1033,1/2,1/154,3/7,402/77,0,1/77,5/14,607/154,0,0,1/2,13/2,0,0,0,7,CM,11
1033,1/2,1/154,2/7,127/77,0,1/77,1/14,123/154,0,0,1/2,5/2,0,0,0,7,CM,11
1033,1/2,1/154,2/7,314/77,0,1/77,1/14,563/154,0,0,1/2,9/2,0,0,0,7,CM,11
1033,1/2,1/154,1/14,1/154,0,1/77,1/7,1/77,0,0,1/2,13/2,0,0,0,7,CM,11
1033,1/2,1/242,3/22,1013/242,0,1/121,3/11,1013/121,0,0,1/2,19/2,0,0,0,11,CM,11
1033,1/2,1/242,5/22,925/242,0,1/121,5/11,925/121,0,0,1/2,17/2,0,0,0,11,CM,11
1033,1/2,1/242,0,743/121,0,1/121,0,155/121,0,0,1/2,11/2,0,0,0,11,CM,11
1033,1/2,1/242,7/22,2245/242,0,1/121,3/22,13/242,0,0,1/2,15/2,0,0,0,11,CM,11
1033,1/2,1/242,1/11,974/121,0,1/121,2/11,617/121,0,0,1/2,9/2,0,0,0,11,CM,11
1033,1/2,1/242,5/11,468/121,0,1/121,9/22,1751/242,0,0,1/2,1/2,0,0,0,11,CM,11
1033,1/2,0,1/4,7/4,0,1/44,3/8,299/88,0,0,1/2,7/2,0,0,0,4,CM,11
1033,1/2,0,1/4,7/4,0,1/44,1/8,233/88,0,0,1/2,7/2,0,0,0,4,CM,11
1033,1/2,0,3/4,5/4,0,1/66,17/12,19/44,0,0,3/2,1/2,0,0,0,2,CM,11
1033,1/2,0,3/4,5/4,0,1/66,1/12,19/44,0,0,3/2,1/2,0,0,0,2,CM,11
1033,1/2,0,1/4,31/4,0,1/110,9/20,761/220,0,0,1/2,11/2,0,0,0,10,CM,11
1033,1/2,0,1/4,39/4,0,1/110,1/20,1201/220,0,0,1/2,19/2,0,0,0,10,CM,11
1033,1/2,0,1/4,31/4,0,1/110,1/20,849/220,0,0,1/2,11/2,0,0,0,10,CM,11
1033,1/2,0,1/4,15/4,0,1/154,9/28,761/308,0,0,1/2,15/2,0,0,0,14,CM,11
1033,1/2,0,1/4,23/4,0,1/154,13/28,1509/308,0,0,1/2,23/2,0,0,0,14,CM,11
1033,1/2,0,1/4,23/4,0,1/154,1/28,1641/308,0,0,1/2,23/2,0,0,0,14,CM,11
1033,1/2,0,1/4,47/4,0,1/154,13/28,1333/308,0,0,1/2,19/2,0,0,0,14,CM,11
1033,1/2,0,1/4,55/4,0,1/154,5/28,1685/308,0,0,1/2,27/2,0,0,0,14,CM,11
1033,1/2,0,1/4,15/4,0,1/242,3/44,2675/484,0,0,1/2,15/2,0,0,0,22,CM,11
1033,1/2,0,1/4,7/4,0,1/242,19/44,1707/484,0,0,1/2,7/2,0,0,0,22,CM,11
1033,1/2,0,1/4,55/4,0,1/242,1/4,9627/484,0,0,1/2,11/2,0,0,0,22,CM,11
1033,1/2,0,1,1/2,0,1/44,3/4,17/22,0,0,2,0,0,0,0,1,CM,11
1033,1/2,0,0,1/2,0,1/66,13/6,2/11,0,0,3,0,0,0,0,1,CM,11
1033,1/2,0,0,5/2,0,1/110,3/10,226/55,0,0,1,1,0,0,0,5,CM,11
1033,1/2,0,0,7/2,0,1/154,1/14,270/77,0,0,1,6,0,0,0,7,CM,11
1033,1/2,0,0,7/2,0,1/154,11/14,50/77,0,0,1,5,0,0,0,7,CM,11
1033,1/2,0,0,7/2,0,1/154,1/14,171/77,0,0,1,1,0,0,0,7,CM,11
1033,1/2,1/198,2/9,79/33,0,1/99,4/9,59/33,0,0,3/2,1/2,0,0,0,3,CM,11
1033,1/2,1/330,13/30,521/110,0,1/165,13/15,246/55,0,0,3/2,7/2,0,0,0,5,CM,11
1033,1/2,1/462,31/42,521/154,0,1/231,31/21,521/77,0,0,3/2,13/2,0,0,0,7,CM,11
1033,1/2,1/462,13/42,961/154,0,1/231,13/21,422/77,0,0,3/2,11/2,0,0,0,7,CM,11
1033,1/2,1/726,20/33,838/121,0,1/363,40/33,345/121,0,0,3/2,1/2,0,0,0,11,CM,11
1033,1/2,1/726,67/66,917/242,0,1/363,35/66,2197/242,0,0,3/2,19/2,0,0,0,11,CM,11
1033,1/2,1/1210,7/110,18217/1210,0,1/605,7/55,18217/605,0,0,1/2,59/2,0,0,0,55,CM,11
1033,1/2,1/1210,19/55,24844/605,0,1/605,21/110,9231/1210,0,0,1/2,39/2,0,0,0,55,CM,11
1033,1/2,1/1694,53/154,41757/1694,0,1/847,29/154,91137/1694,0,0,1/2,145/2,0,0,0,77,CM,11
1039,1,0,0,0,0,1,0,0,0,1/2,0,1/2,1/2,0,1/2,0,CM,
1039,1/2,0,1/2,0,0,1/4,0,7/4,0,0,1,0,0,0,0,2,CM,
1039,1/2,0,1/2,1,0,1/6,1/3,5/6,0,0,1,2,0,0,0,3,CM,
1039,1/2,0,1/2,0,0,1/10,0,29/10,0,0,1,0,0,0,0,5,CM,
1039,1/2,0,5/2,0,0,1/10,23/5,1/2,0,0,5,0,0,0,0,1,CM,
1039,1/2,0,1/2,3,0,1/14,3/7,69/14,0,0,1,6,0,0,0,7,CM,
1039,1/2,0,1/2,0,0,1/14,0,81/14,0,0,1,0,0,0,0,7,CM,
1039,1/2,0,7/2,0,0,1/14,16/7,1/2,0,0,7,0,0,0,0,1,CM,
1039,1/2,0,1/2,4,0,1/2,10/11,3/22,0,0,1,8,0,0,0,11,CM,
1039,1/2,0,1/2,9,0,1/2,7/11,97/22,0,0,1,7,0,0,0,11,CM,
1039,1/2,0,1/2,5,0,1/2,6/11,133/22,0,0,1,10,0,0,0,11,CM,
1039,1/2,0,1/2,2,0,1/8,1/2,31/8,0,0,1,0,0,0,0,4,CM,
1039,1/2,0,1/2,0,0,1/8,0,23/8,0,0,1,0,0,0,0,4,CM,
1039,1/2,0,1/2,4,0,1/12,2/3,71/12,0,0,1,2,0,0,0,6,CM,
1039,1/2,0,1/2,2,0,1/12,2/3,55/12,0,0,1,4,0,0,0,6,CM,
1039,1/2,0,1/2,0,0,1/20,0,71/20,0,0,1,0,0,0,0,10,CM,
1039,1/2,0,5/2,0,0,1/20,1/5,3/4,0,0,5,0,0,0,0,2,CM,
1039,1/2,0,1/2,0,0,1/20,0,79/20,0,0,1,0,0,0,0,10,CM,
1039,1/2,0,1/2,4,0,1/28,5/7,239/28,0,0,1,8,0,0,0,14,CM,
1039,1/2,0,1/2,10,0,1/28,5/7,55/28,0,0,1,6,0,0,0,14,CM,
1039,1/2,0,1/2,0,0,1/28,0,311/28,0,0,1,0,0,0,0,14,CM,
1039,1/2,0,7/2,0,0,1/28,8/7,1/4,0,0,7,0,0,0,0,2,CM,
1039,1/2,0,1/2,0,0,1/28,0,375/28,0,0,1,0,0,0,0,14,CM,
1039,1/2,0,1/2,20,0,1/44,2/11,783/44,0,0,1,18,0,0,0,22,CM,
1039,1/2,0,1/2,18,0,1/44,5/11,239/44,0,0,1,14,0,0,0,22,CM,
1039,1/2,0,1/2,6,0,1/44,8/11,903/44,0,0,1,12,0,0,0,22,CM,
1039,1/2,0,1/2,20,0,1/44,9/11,735/44,0,0,1,18,0,0,0,22,CM,
1039,1/2,0,1/2,16,0,1/44,8/11,791/44,0,0,1,10,0,0,0,22,CM,
1039,1/2,0,1/2,1,0,1/18,7/9,101/18,0,0,1,2,0,0,0,9,CM,
1039,1/2,0,1/2,7,0,1/18,1/9,5/18,0,0,1,5,0,0,0,9,CM,
1039,1/2,0,1/2,4,0,1/18,4/9,17/18,0,0,1,8,0,0,0,9,CM,
1039,1/2,0,1/2,10,0,1/30,2/3,221/30,0,0,1,5,0,0,0,15,CM,
1039,1/2,0,1/2,10,0,1/30,2/3,329/30,0,0,1,5,0,0,0,15,CM,
1039,1/2,0,5/2,2,0,1/30,52/15,13/6,0,0,5,1,0,0,0,3,CM,
1039,1/2,0,1/2,10,0,1/42,4/21,701/42,0,0,1,20,0,0,0,21,CM,
1039,1/2,0,1/2,4,0,1/42,10/21,239/42,0,0,1,8,0,0,0,21,CM,
1039,1/2,0,7/2,1,0,1/42,82/21,11/6,0,0,7,2,0,0,0,3,CM,
1039,1/2,0,7/2,1,0,1/42,16/21,17/6,0,0,7,2,0,0,0,3,CM,
1039,1/2,0,1/2,7,0,1/42,1/3,605/42,0,0,1,14,0,0,0,21,CM,
1039,1/2,0,1/2,16,0,1/66,16/33,65/66,0,0,1,32,0,0,0,33,CM,
1039,1/2,0,1/2,13,0,1/66,7/33,2081/66,0,0,1,26,0,0,0,33,CM,
1039,1/2,0,1/2,31,0,1/66,4/33,1025/66,0,0,1,29,0,0,0,33,CM,
1039,1/2,0,1/2,7,0,1/66,1/33,311/66,0,0,1,14,0,0,0,33,CM,
1039,1/2,0,1/2,31,0,1/66,7/33,1307/66,0,0,1,29,0,0,0,33,CM,
1039,1/2,0,1/2,0,0,1/70,0,179/70,0,0,1,0,0,0,0,35,CM,
1039,1/2,0,1/2,20,0,1/110,8/11,2979/110,0,0,1,40,0,0,0,55,CM,
1039,1/2,0,1/2,50,0,1/110,1/11,5479/110,0,0,1,45,0,0,0,55,CM,
1039,1/2,0,5/2,1,0,1/50,98/25,27/10,0,0,5,2,0,0,0,5,CM,
1039,1/2,0,25/2,0,0,1/50,248/25,1/2,0,0,25,0,0,0,0,1,CM,
1039,1/2,0,5/2,6,0,1/70,123/35,25/14,0,0,5,5,0,0,0,7,CM,
1039,1/2,0,35/2,0,0,1/70,898/35,1/2,0,0,35,0,0,0,0,1,CM,
1039,1/2,0,5/2,2,0,1/110,23/55,137/22,0,0,5,4,0,0,0,11,CM,
1039,1/2,0,1/2,24,0,1/154,59/77,11031/154,0,0,1,48,0,0,0,77,CM,
1039,1/2,0,1/2,38,0,1/154,38/77,9701/154,0,0,1,76,0,0,0,77,CM,
1039,1/2,0,1/2,4,0,1/16,1/2,55/16,0,0,1,0,0,0,0,8,CM,
1049,1,0,0,0,1/2,1/2,0,0,1/2,1/6,1/2,1/6,-1/2,1/6,0,-1/3,CM,3
1049,1/2,0,1/4,5/4,0,1/6,1/4,11/12,0,0,1/2,1/2,0,0,0,2,CM,3
1049,1/2,1/18,0,20/9,0,1/9,0,13/9,0,0,1/2,3/2,0,0,0,3,CM,3
1049,1/2,1/30,1/5,29/15,0,1/15,2/5,58/15,0,0,1/2,1/2,0,0,0,5,CM,3
1049,1/2,1/30,0,38/15,0,1/15,0,1/15,0,0,1/2,5/2,0,0,0,5,CM,3
1049,1/2,1/42,0,116/21,0,1/21,0,85/21,0,0,1/2,7/2,0,0,0,7,CM,3
1049,1/2,1/42,3/14,277/42,0,1/21,3/7,130/21,0,0,1/2,1/2,0,0,0,7,CM,3
1049,1/2,1/66,5/11,86/33,0,1/33,9/22,443/66,0,0,1/2,19/2,0,0,0,11,CM,3
1049,1/2,1/66,1/22,697/66,0,1/33,1/11,334/33,0,0,1/2,19/2,0,0,0,11,CM,3
1049,1/2,0,1/4,13/4,0,1/12,3/8,65/24,0,0,1/2,5/2,0,0,0,4,CM,3
1049,1/2,0,1/4,5/4,0,1/18,5/12,95/36,0,0,1/2,5/2,0,0,0,6,CM,3
1049,1/2,0,1/4,13/4,0,1/18,1/12,59/36,0,0,1/2,1/2,0,0,0,6,CM,3
1049,1/2,0,1/4,21/4,0,1/30,1/20,299/60,0,0,1/2,1/2,0,0,0,10,CM,3
1049,1/2,0,1/4,29/4,0,1/30,1/20,251/60,0,0,1/2,9/2,0,0,0,10,CM,3
1049,1/2,0,1/4,5/4,0,1/30,1/4,527/60,0,0,1/2,5/2,0,0,0,10,CM,3
1049,1/2,0,1/4,21/4,0,1/30,9/20,131/60,0,0,1/2,1/2,0,0,0,10,CM,3
1049,1/2,0,1/4,29/4,0,1/42,13/28,575/84,0,0,1/2,1/2,0,0,0,14,CM,3
1049,1/2,0,1/4,21/4,0,1/42,1/4,173/84,0,0,1/2,21/2,0,0,0,14,CM,3
1049,1/2,0,1/4,21/4,0,1/42,1/4,317/84,0,0,1/2,21/2,0,0,0,14,CM,3
1049,1/2,0,1/4,29/4,0,1/42,1/28,251/84,0,0,1/2,1/2,0,0,0,14,CM,3
1049,1/2,0,1/4,5/4,0,1/66,5/44,527/132,0,0,1/2,5/2,0,0,0,22,CM,3
1049,1/2,0,1/4,53/4,0,1/66,3/44,2801/132,0,0,1/2,9/2,0,0,0,22,CM,3
1049,1/2,0,1/4,53/4,0,1/66,19/44,2633/132,0,0,1/2,9/2,0,0,0,22,CM,3
1049,1/2,0,1/4,61/4,0,1/66,5/44,2135/132,0,0,1/2,17/2,0,0,0,22,CM,3
1049,1/2,0,1/4,61/4,0,1/66,17/44,923/132,0,0,1/2,17/2,0,0,0,22,CM,3
1049,1/2,0,1/4,13/4,0,1/66,19/44,1481/132,0,0,1/2,13/2,0,0,0,22,CM,3
1049,1/2,1/54,1/3,74/27,0,1/27,1/6,215/54,0,0,1/2,3/2,0,0,0,9,CM,3
1049,1/2,1/54,0,20/27,0,1/27,0,40/27,0,0,1/2,9/2,0,0,0,9,CM,3
1049,1/2,1/90,0,587/45,0,1/45,0,499/45,0,0,1/2,15/2,0,0,0,15,CM,3
1049,1/2,1/90,1/10,1093/90,0,1/45,1/5,418/45,0,0,1/2,9/2,0,0,0,15,CM,3
1049,1/2,1/90,2/5,506/45,0,1/45,3/10,269/90,0,0,1/2,9/2,0,0,0,15,CM,3
1049,1/2,1/90,0,263/45,0,1/45,0,526/45,0,0,1/2,15/2,0,0,0,15,CM,3
1049,1/2,1/126,1/14,2335/126,0,1/63,1/7,1012/63,0,0,1/2,15/2,0,0,0,21,CM,3
1049,1/2,1/126,0,263/63,0,1/63,0,526/63,0,0,1/2,21/2,0,0,0,21,CM,3
1049,1/2,1/126,3/7,236/63,0,1/63,5/14,2645/126,0,0,1/2,15/2,0,0,0,21,CM,3
1049,1/2,1/198,1/22,1633/198,0,1/99,1/11,1633/99,0,0,1/2,39/2,0,0,0,33,CM,3
1049,1/2,1/198,7/22,5251/198,0,1/99,3/22,3671/198,0,0,1/2,3/2,0,0,0,33,CM,3
1049,1/2,1/198,3/11,2828/99,0,1/99,1/22,5669/198,0,0,1/2,57/2,0,0,0,33,CM,3
1049,1/2,1/150,1/25,1304/75,0,1/75,2/25,733/75,0,0,1/2,31/2,0,0,0,25,CM,3
1049,1/2,1/150,7/50,3523/150,0,1/75,7/25,1648/75,0,0,1/2,41/2,0,0,0,25,CM,3
1049,1/2,1/210,16/35,674/105,0,1/105,29/70,5741/210,0,0,1/2,41/2,0,0,0,35,CM,3
1049,1/2,1/210,16/35,1874/105,0,1/105,29/70,41/210,0,0,1/2,1/2,0,0,0,35,CM,3
1049,1/2,1/330,47/110,15493/330,0,1/165,39/110,2771/330,0,0,1/2,61/2,0,0,0,55,CM,3
1049,1/2,1/150,1/5,188/75,0,1/75,2/5,376/75,0,0,1/2,15/2,0,0,0,25,CM,3
1049,1/2,1/210,0,2138/105,0,1/105,0,601/105,0,0,1/2,35/2,0,0,0,35,CM,3
1049,1/2,1/330,1/11,1538/165,0,1/165,2/11,3076/165,0,0,1/2,85/2,0,0,0,55,CM,3
1049,1/2,1/330,3/22,16201/330,0,1/165,3/11,7126/165,0,0,1/2,35/2,0,0,0,55,CM,3
1049,1/2,1/330,3/22,9451/330,0,1/165,3/11,376/165,0,0,1/2,75/2,0,0,0,55,CM,3
1049,1/2,1/294,19/49,7100/147,0,1/147,27/98,7673/294,0,0,1/2,43/2,0,0,0,49,CM,3
1049,1/2,1/294,3/98,1159/294,0,1/147,3/49,1159/147,0,0,1/2,29/2,0,0,0,49,CM,3
1049,1/2,1/726,16/121,16685/363,0,1/363,32/121,33370/363,0,0,1/2,85/2,0,0,0,121,CM,3
1049,1/2,1/726,27/121,14045/363,0,1/363,54/121,28090/363,0,0,1/2,239/2,0,0,0,121,CM,3
1049,1/2,1/726,43/242,43435/726,0,1/363,43/121,43435/363,0,0,1/2,41/2,0,0,0,121,CM,3
1049,1/2,0,1/4,13/4,0,1/24,7/16,221/48,0,0,1/2,13/2,0,0,0,8,CM,3
1049,1/2,0,1/4,61/4,0,1/90,19/60,761/180,0,0,1/2,1/2,0,0,0,30,CM,3
1051,1,0,0,0,0,1,0,0,0,1/2,0,1/2,1/2,0,1/2,0,CM,
1051,1/2,0,1/2,1,0,1/4,1/2,5/4,0,0,1,0,0,0,0,2,CM,
1051,1/2,0,1/2,2,0,1/6,2/3,5/6,0,0,1,1,0,0,0,3,CM,
1051,1/2,0,5/2,0,0,1/10,9/5,1/2,0,0,5,0,0,0,0,1,CM,
1051,1/2,0,1/2,0,0,1/10,0,7/10,0,0,1,0,0,0,0,5,CM,
1051,1/2,0,1/2,2,0,1/14,1/7,45/14,0,0,1,4,0,0,0,7,CM,
1051,1/2,0,1/2,1,0,1/14,2/7,47/14,0,0,1,2,0,0,0,7,CM,
1051,1/2,0,1/2,1,0,1/2,2/11,163/22,0,0,1,2,0,0,0,11,CM,
1051,1/2,0,1/2,8,0,1/2,10/11,7/22,0,0,1,5,0,0,0,11,CM,
1051,1/2,0,1/2,0,0,1/2,0,85/22,0,0,1,0,0,0,0,11,CM,
1051,1/2,0,11/2,0,0,1/2,103/11,1/2,0,0,11,0,0,0,0,1,CM,
1051,1/2,0,1/2,3,0,1/8,1/4,13/8,0,0,1,2,0,0,0,4,CM,
1051,1/2,0,1/2,5,0,1/12,5/6,29/12,0,0,1,4,0,0,0,6,CM,
1051,1/2,0,1/2,5,0,1/12,1/6,37/12,0,0,1,4,0,0,0,6,CM,
1051,1/2,0,5/2,1,0,1/20,41/10,1/4,0,0,5,0,0,0,0,2,CM,
1051,1/2,0,1/2,5,0,1/20,1/2,93/20,0,0,1,0,0,0,0,10,CM,
1051,1/2,0,1/2,5,0,1/20,1/2,157/20,0,0,1,0,0,0,0,10,CM,
1051,1/2,0,1/2,9,0,1/28,13/14,165/28,0,0,1,4,0,0,0,14,CM,
1051,1/2,0,1/2,1,0,1/28,9/14,173/28,0,0,1,2,0,0,0,14,CM,
1051,1/2,0,1/2,5,0,1/28,13/14,325/28,0,0,1,10,0,0,0,14,CM,
1051,1/2,0,1/2,1,0,1/28,5/14,373/28,0,0,1,2,0,0,0,14,CM,
1051,1/2,0,1/2,11,0,1/44,1/2,157/44,0,0,1,0,0,0,0,22,CM,
1051,1/2,0,1/2,21,0,1/44,13/22,277/44,0,0,1,20,0,0,0,22,CM,
1051,1/2,0,1/2,19,0,1/44,21/22,117/44,0,0,1,16,0,0,0,22,CM,
1051,1/2,0,11/2,1,0,1/44,103/22,7/4,0,0,11,0,0,0,0,2,CM,
1051,1/2,0,1/2,1,0,1/44,13/22,933/44,0,0,1,2,0,0,0,22,CM,
1051,1/2,0,1/2,11,0,1/44,1/2,85/44,0,0,1,0,0,0,0,22,CM,
1051,1/2,0,1/2,2,0,1/18,5/9,47/18,0,0,1,4,0,0,0,9,CM,
1051,1/2,0,1/2,8,0,1/18,8/9,107/18,0,0,1,7,0,0,0,9,CM,
1051,1/2,0,1/2,5,0,1/18,2/9,5/18,0,0,1,1,0,0,0,9,CM,
1051,1/2,0,5/2,1,0,1/30,41/15,13/6,0,0,5,2,0,0,0,3,CM,
1051,1/2,0,5/2,1,0,1/30,59/15,13/6,0,0,5,2,0,0,0,3,CM,
1051,1/2,0,1/2,5,0,1/30,1/3,443/30,0,0,1,10,0,0,0,15,CM,
1051,1/2,0,1/2,20,0,1/42,2/21,149/42,0,0,1,19,0,0,0,21,CM,
1051,1/2,0,1/2,5,0,1/42,20/21,563/42,0,0,1,10,0,0,0,21,CM,
1051,1/2,0,1/2,8,0,1/42,5/21,569/42,0,0,1,16,0,0,0,21,CM,
1051,1/2,0,1/2,2,0,1/42,8/21,395/42,0,0,1,4,0,0,0,21,CM,
1051,1/2,0,1/2,8,0,1/42,2/21,635/42,0,0,1,16,0,0,0,21,CM,
1051,1/2,0,1/2,14,0,1/66,32/33,983/66,0,0,1,28,0,0,0,33,CM,
1051,1/2,0,1/2,32,0,1/66,20/33,1769/66,0,0,1,31,0,0,0,33,CM,
1051,1/2,0,1/2,11,0,1/66,1/3,2021/66,0,0,1,22,0,0,0,33,CM,
1051,1/2,0,1/2,8,0,1/66,23/33,1775/66,0,0,1,16,0,0,0,33,CM,
1051,1/2,0,5/2,3,0,1/70,134/35,65/14,0,0,5,6,0,0,0,7,CM,
1051,1/2,0,5/2,0,0,1/110,19/5,225/22,0,0,5,0,0,0,0,11,CM,
1051,1/2,0,1/2,10,0,1/50,1/5,607/50,0,0,1,20,0,0,0,25,CM,
1051,1/2,0,1/2,20,0,1/70,1/7,607/70,0,0,1,5,0,0,0,35,CM,
1051,1/2,0,11/2,0,0,1/110,69/11,37/10,0,0,11,0,0,0,0,5,CM,
1051,1/2,0,1/2,1,0,1/154,9/77,3995/154,0,0,1,2,0,0,0,77,CM,
1051,1/2,0,1/2,34,0,1/242,79/121,14507/242,0,0,1,68,0,0,0,121,CM,
1061,1,0,0,0,0,1,0,0,1/2,-1/4,0,1/4,-1/2,1/2,-1/2,0,CM,
1061,1/2,0,1/2,1/2,0,1/8,3/4,1/8,0,0,1,1,0,0,0,2,CM,
1061,1/2,0,1/2,3/2,0,1/12,1/2,1/12,0,0,1,0,0,0,0,3,CM,
1061,1/2,0,1/2,3/2,0,1/12,1/2,17/12,0,0,1,0,0,0,0,3,CM,
1061,1/2,0,1/2,7/2,0,1/20,3/10,21/20,0,0,1,2,0,0,0,5,CM,
1061,1/2,0,1/2,5/2,0,1/20,1/2,97/20,0,0,1,0,0,0,0,5,CM,
1061,1/2,0,1/2,7/2,0,1/20,7/10,69/20,0,0,1,2,0,0,0,5,CM,
1061,1/2,0,1/2,5/2,0,1/20,1/2,53/20,0,0,1,0,0,0,0,5,CM,
1061,1/2,0,1/2,1/2,0,1/28,5/14,93/28,0,0,1,1,0,0,0,7,CM,
1061,1/2,0,1/2,11/2,0,1/28,11/14,181/28,0,0,1,4,0,0,0,7,CM,
